make,model,location,color,price_in_Ksh,year_of_manufacture,transmission,mileage_in_km,fuel,foreign_local,review_score
toyota,axio,Mombasa,maroon,1150000,2013,Automatic,65489,Petrol,Foreign,3.6
nissan,x-trail,Mombasa,black,1680000,2013,Automatic,89297,Petrol,Foreign,3.75
nissan,march,Mombasa,pink,550000,2013,Automatic,97679,Petrol,Foreign,3
toyota,passo,Mombasa,maroon,650000,2014,Automatic,45896,Petrol,Foreign,3
toyota,vitz,Mombasa,silver,750000,2013,Automatic,68429,Petrol,Foreign,4.733333333333333
mazda,demio,Mombasa,blue,650000,2013,Automatic,75284,Petrol,Foreign,3.7142857142857144
bmw,320i,Mombasa,white,1800000,2013,Automatic,65482,Petrol,Foreign,3
toyota,crown,Mombasa,black,2550000,2014,Automatic,97852,Petrol,Foreign,4.2
toyota,probox,Mombasa,silver,720000,2013,Automatic,97589,Petrol,Foreign,4.555555555555555
subaru,legacy,Mombasa,blue,1600000,2014,Automatic,53982,Petrol,Foreign,4.666666666666667
toyota,vanguard,Mombasa,black,2300000,2013,Automatic,59597,Petrol,Foreign,3.3333333333333335
toyota,isis,Mombasa,white,685000,2010,Automatic,155269,Petrol,Local,3.6666666666666665
toyota,belta,Mombasa,silver,550000,2009,Automatic,152008,Petrol,Local,4.636363636363637
toyota,harrier,Mombasa,black,1630000,2011,Automatic,97583,Petrol,Local,4.6
mazda,cx-5,Mombasa,black,2200000,2014,Automatic,35896,Petrol,Foreign,3.3333333333333335
mitsubishi,pajero,Mombasa,silver,3500000,2013,Automatic,41862,Diesel,Foreign,4
toyota,vanguard,Mombasa,black,2300000,2013,Automatic,65897,Petrol,Foreign,3.3333333333333335
daihatsu,mira,Mombasa,silver,450000,2014,Automatic,65482,Petrol,Foreign,3
suzuki,alto,Mombasa,maroon,450000,2014,Automatic,68948,Petrol,Foreign,4.2
suzuki,alto,Mombasa,maroon,450000,2014,Automatic,68948,Petrol,Foreign,4.2
toyota,vitz,Mombasa,silver,420000,2008,Automatic,152587,Petrol,Local,4.733333333333333
suzuki,swift,Mombasa,blue,670000,2014,Automatic,65482,Petrol,Foreign,3
toyota,probox,Mombasa,white,430000,2006,Automatic,13581,Petrol,Local,4.555555555555555
toyota,axio,Mombasa,white,780000,2009,Automatic,98756,Petrol,Local,3.6
toyota,passo,Mombasa,silver,6300000,2014,Automatic,65000,Petrol,Foreign,3
nissan,patrol,Mombasa,black,10000000,2016,Automatic,5000,Petrol,Foreign,3.3333333333333335
mazda,cx-5,Mombasa,black,2300000,2014,Automatic,35998,Petrol,Foreign,3.3333333333333335
audi,q5,Mombasa,black,2800000,2012,Automatic,65482,Petrol,Foreign,3
toyota,land,Mombasa,silver,9000000,2013,Automatic,53982,Diesel,Foreign,4.555555555555555
toyota,land,Mombasa,grey,9500000,2015,Automatic,47000,Diesel,Foreign,4.555555555555555
toyota,probox,Mombasa,white,580000,2013,Automatic,98578,Petrol,Foreign,4.555555555555555
toyota,probox,Mombasa,white,560000,2010,Automatic,110000,Petrol,Foreign,4.555555555555555
honda,fit,Mombasa,yellow,800000,2013,Automatic,65482,Petrol,Foreign,4.666666666666667
mazda,cx-5,Nairobi,Not-specified,1900000,2013,Automatic,121000,Petrol,Foreign,3.3333333333333335
mazda,demio,Nairobi,grey,660000,2013,Automatic,77000,Petrol,Foreign,3.7142857142857144
nissan,wingroad,Nairobi,silver,780000,2012,Automatic,159480,Petrol,Foreign,3.8333333333333335
subaru,forester,Nairobi,silver,2630000,2014,Automatic,58000,Petrol,Foreign,4.636363636363637
mitsubishi,outlander,Nairobi,orange,2480000,2013,Automatic,90000,Petrol,Foreign,3.5
bmw,x1,Nairobi,white,1650000,2011,Automatic,98000,Petrol,Foreign,3.6666666666666665
toyota,fielder,Nairobi,Not-specified,680000,2006,Automatic,129000,Petrol,Local,4.6
volkswagen,touareg,Nairobi,black,2000000,2009,Automatic,141000,Diesel,Local,3
mercedes-benz,glc,Nairobi,grey,7000000,2016,Automatic,NA,Petrol,Foreign,3
mitsubishi,rvr,Nairobi,black,1565000,2012,Automatic,89745,Petrol,Foreign,3
toyota,vanguard,Nairobi,pearl,2280000,2013,Automatic,103485,Petrol,Brand,3.3333333333333335
audi,q3,Nairobi,white,3000000,2012,Automatic,72900,Petrol,Foreign,3
toyota,passo,Nairobi,silver,630000,2012,Automatic,70000,Petrol,Foreign,3
toyota,vitz,Nairobi,red,850000,2013,Automatic,80000,Petrol,Foreign,4.733333333333333
nissan,patrol,Mombasa,black,11999999,2014,Automatic,50000,Petrol,Foreign,3.3333333333333335
honda,cr-v,Nairobi,pearl,2250000,2012,Automatic,67000,Petrol,Foreign,4.333333333333333
toyota,land,Mombasa,white,7499999,2012,Automatic,28465,Petrol,Foreign,4.555555555555555
mercedes-benz,c200,Mombasa,silver,2130000,2012,Automatic,90000,Petrol,Foreign,4.5
mercedes-benz,gle,Nairobi,silver,14000000,2016,Automatic,5823,Petrol,Foreign,3
nissan,tiida,Nairobi,white,580000,2011,Automatic,62000,Petrol,Local,4.428571428571429
mazda,cx-5,Nairobi,black,2550000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
mazda,cx-5,Nairobi,maroon,2550000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
toyota,hilux,Nairobi,silver,3850000,2014,Automatic,NA,Diesel,Foreign,4.2
subaru,outback,Nairobi,black,3200000,2015,Automatic,40000,Other,Foreign,4.2
mercedes-benz,gl,Nairobi,black,9300000,2013,Automatic,53600,Diesel,Foreign,3
bmw,x3,Nairobi,black,3200000,2013,Automatic,45000,Petrol,Foreign,3.6666666666666665
toyota,auris,Nairobi,blue,1350000,2013,Automatic,NA,Petrol,Foreign,4.333333333333333
subaru,legacy,Nairobi,black,1550000,2014,Automatic,NA,Petrol,Foreign,4.666666666666667
subaru,outback,Nairobi,gold,1850000,2012,Automatic,126000,Petrol,Foreign,4.2
volkswagen,polo,Nairobi,black,970000,2013,Automatic,56524,Petrol,Foreign,3.6666666666666665
nissan,dualis,Nairobi,black,1650000,2011,Automatic,89795,Petrol,Foreign,3.6666666666666665
suzuki,escudo,Mombasa,white,2150000,2013,Automatic,130000,Petrol,Foreign,3.5
toyota,hilux,Mombasa,white,3299999,2012,Manual,45000,Diesel,Foreign,4.2
toyota,fielder,Nairobi,pearl,1260000,2013,Automatic,63579,Petrol,Foreign,4.6
toyota,fielder,Nairobi,grey,1190000,2012,Automatic,112000,Petrol,Foreign,4.6
peugeot,508,Mombasa,blue,1730000,2012,Automatic,64000,Petrol,Foreign,3
toyota,hilux,Mombasa,Not-specified,1949999,2012,Manual,130000,Diesel,Foreign,4.2
toyota,hilux,Nairobi,silver,1980000,2014,Manual,123456,Diesel,Local,4.2
toyota,land,Nairobi,black,7300000,2013,Automatic,38000,Petrol,Foreign,3
toyota,porte,Nairobi,black,650000,2010,Automatic,NA,Petrol,Foreign,3
toyota,fielder,Nairobi,white,1150000,2013,Automatic,93000,Petrol,Foreign,4.6
nissan,bluebird,Nairobi,black,1100000,2013,Automatic,92000,Petrol,Foreign,4
toyota,land,Nairobi,maroon,12000000,2018,Automatic,NA,Petrol,Brand,3
toyota,auris,Nairobi,red,1275000,2013,Automatic,65000,Petrol,Foreign,4.333333333333333
toyota,axio,Nairobi,gold,1050000,2012,Automatic,35000,Petrol,Foreign,3.6
toyota,wish,Nairobi,grey,1300000,2012,Automatic,72000,Petrol,Foreign,3.6666666666666665
mitsubishi,rvr,Nairobi,blue,1550000,2012,Automatic,50000,Petrol,Foreign,3
toyota,axio,Nairobi,white,1100000,2012,Automatic,62000,Petrol,Foreign,3.6
mitsubishi,colt,Nairobi,grey,680000,2012,Automatic,60631,Petrol,Foreign,3
subaru,forester,Nairobi,silver,1350000,2009,Automatic,115784,Petrol,Local,4.636363636363637
subaru,impreza,Nairobi,silver,1295000,2013,Automatic,139701,Petrol,Foreign,4.714285714285714
nissan,teana,Nairobi,grey,1150000,2012,Automatic,124554,Petrol,Foreign,3.6666666666666665
toyota,land,Nairobi,black,5200000,2012,Automatic,89000,Petrol,Foreign,4.555555555555555
toyota,alphard,Nairobi,black,1950000,2012,Automatic,99876,Petrol,Foreign,3
mitsubishi,colt,Nairobi,silver,649000,2012,Automatic,78654,Petrol,Foreign,3
honda,fit,Nairobi,silver,565000,2010,Automatic,185745,Petrol,Local,4.666666666666667
honda,insight,Nairobi,silver,925000,2012,Automatic,87452,Petrol,Brand,3.3333333333333335
nissan,march,Nairobi,white,595000,2012,Automatic,75428,Petrol,Foreign,4.428571428571429
nissan,march,Nairobi,pink,575000,2013,Automatic,69875,Petrol,Brand,4.428571428571429
nissan,march,Nairobi,pink,575000,2013,Automatic,69875,Petrol,Brand,4.428571428571429
honda,fit,Nairobi,pearl,975000,2013,Automatic,117000,Petrol,Foreign,4.666666666666667
mazda,cx-5,Nairobi,blue,2100000,2013,Automatic,87000,Diesel,Foreign,3.3333333333333335
mitsubishi,mirage,Nairobi,blue,650000,2013,Automatic,87600,Petrol,Foreign,3
mercedes-benz,c180,Nairobi,white,2550000,2013,Automatic,35704,Petrol,Foreign,3.6666666666666665
toyota,passo,Nairobi,red,650000,2013,Automatic,90000,Petrol,Foreign,3
toyota,townace,Nairobi,white,990000,2012,Automatic,89000,Petrol,Foreign,3
mazda,verisa,Nairobi,red,699000,2012,Automatic,98000,Petrol,Foreign,4
mazda,axela,Nairobi,white,890000,2012,Automatic,78000,Petrol,Foreign,3.3333333333333335
nissan,march,Nairobi,silver,540000,2012,Automatic,89452,Petrol,Foreign,4.428571428571429
toyota,probox,Nairobi,white,780000,2013,Automatic,83000,Petrol,Foreign,4.555555555555555
nissan,note,Nairobi,grey,720000,2013,Automatic,50000,Petrol,Foreign,4.333333333333333
mercedes-benz,ml350,Nairobi,silver,6250000,2013,Automatic,78000,Petrol,Foreign,3
nissan,note,Nairobi,red,700000,2013,Automatic,70000,Petrol,Foreign,4.333333333333333
mazda,cx-5,Nairobi,grey,1990000,2013,Automatic,75800,Petrol,Foreign,3.3333333333333335
nissan,x-trail,Nairobi,black,2250000,2014,Automatic,105784,Petrol,Foreign,3.75
subaru,forester,Nairobi,white,1950000,2012,Automatic,89745,Petrol,Foreign,4.636363636363637
subaru,forester,Nairobi,silver,1850000,2014,Automatic,89745,Petrol,Local,4.636363636363637
subaru,forester,Nairobi,silver,1850000,2013,Automatic,89745,Petrol,Local,4.636363636363637
nissan,note,Nairobi,silver,600000,2013,Automatic,116461,Petrol,Foreign,4.333333333333333
nissan,moco,Nairobi,white,430000,2012,Automatic,162295,Petrol,Foreign,3
mercedes-benz,c180,Nairobi,silver,2650000,2013,Automatic,39394,Petrol,Foreign,3.6666666666666665
nissan,march,Nairobi,silver,480000,2013,Automatic,118000,Petrol,Foreign,4.428571428571429
toyota,fielder,Nairobi,white,1300000,2013,Automatic,NA,Petrol,Foreign,4.6
mercedes-benz,e250,Nairobi,pearl,4700000,2015,Automatic,53000,Petrol,Foreign,3
mercedes-benz,ml350,Nairobi,pearl,5700000,2012,Automatic,68000,Petrol,Foreign,3
bmw,x3,Nairobi,pearl,1480000,2007,Automatic,65530,Petrol,Local,3.6666666666666665
toyota,belta,Nairobi,silver,879999,2012,Automatic,24000,Petrol,Foreign,4.636363636363637
audi,a3,Nairobi,pearl,1489000,2013,Automatic,45000,Petrol,Foreign,3.6666666666666665
nissan,dualis,Nairobi,black,1450000,2012,Automatic,66000,Petrol,Foreign,3.6666666666666665
bmw,320i,Nairobi,blue,2280000,2012,Automatic,62000,Petrol,Foreign,3
subaru,outback,Nairobi,gold,3599000,2015,Automatic,NA,Petrol,Foreign,4.2
toyota,land,Nairobi,black,8000000,2014,Automatic,51000,Petrol,Foreign,4.555555555555555
audi,a3,Nairobi,pearl,1489000,2013,Automatic,45000,Petrol,Foreign,3.6666666666666665
nissan,dualis,Nairobi,black,1450000,2012,Automatic,66000,Petrol,Foreign,3.6666666666666665
bmw,320i,Nairobi,blue,2280000,2012,Automatic,62000,Petrol,Foreign,3
subaru,outback,Nairobi,gold,3599000,2015,Automatic,NA,Petrol,Foreign,4.2
toyota,land,Nairobi,black,8000000,2014,Automatic,51000,Petrol,Foreign,4.555555555555555
toyota,land,Nairobi,black,12500000,2018,Automatic,8000,Petrol,Foreign,4.555555555555555
nissan,note,Nairobi,maroon,760000,2014,Automatic,NA,Petrol,Foreign,4.333333333333333
toyota,harrier,Nairobi,white,3345000,2013,Automatic,70199,Petrol,Foreign,4.6
toyota,hilux,Nairobi,blue,2480000,2013,Manual,91000,Diesel,Foreign,4.2
nissan,x-trail,Nairobi,silver,2300000,2013,Automatic,NA,Petrol,Foreign,3.75
subaru,outback,Nairobi,beige,2180000,2013,Automatic,107658,Petrol,Foreign,4.2
volvo,xc60,Nairobi,Not-specified,2850000,2012,Automatic,135423,Petrol,Foreign,3
subaru,forester,Nairobi,red,1980000,2012,Automatic,132499,Petrol,Foreign,4.636363636363637
subaru,forester,Nairobi,silver,2290000,2013,Automatic,89832,Petrol,Foreign,4.636363636363637
honda,fit,Nairobi,white,530000,2011,Automatic,100000,Petrol,Local,4.666666666666667
volkswagen,polo,Nairobi,black,980000,2013,Automatic,7079,Petrol,Foreign,3.6666666666666665
audi,q5,Nairobi,white,3250000,2013,Automatic,104868,Petrol,Foreign,3
mazda,cx-5,Nairobi,grey,1750000,2013,Automatic,75988,Diesel,Foreign,3.3333333333333335
mazda,axela,Nairobi,red,1150000,2013,Automatic,142047,Petrol,Foreign,3.3333333333333335
mitsubishi,outlander,Nairobi,white,2150000,2013,Automatic,73514,Petrol,Foreign,3.5
toyota,voxy,Nairobi,white,1500000,2012,Automatic,108800,Petrol,Foreign,3.5
honda,stepwagon,Nairobi,black,1300000,2013,Automatic,9071,Petrol,Foreign,3
subaru,forester,Nairobi,black,2550000,2013,Automatic,78000,Petrol,Foreign,4.636363636363637
mazda,cx-5,Nairobi,pearl,2150000,2013,Automatic,72000,Petrol,Foreign,3.3333333333333335
toyota,hilux,Nairobi,black,3600000,2013,Automatic,78000,Diesel,Foreign,4.2
mitsubishi,shogun,Mombasa,silver,3299999,2013,Automatic,132456,Diesel,Foreign,3
toyota,noah,Nairobi,pearl,1550000,2013,Automatic,95778,Petrol,Foreign,4.5
toyota,auris,Nairobi,red,1380000,2012,Automatic,32040,Petrol,Foreign,4.333333333333333
toyota,wish,Nairobi,silver,1400000,2013,Automatic,67890,Petrol,Foreign,3.6666666666666665
bmw,x1,Nairobi,brown,2100000,2012,Automatic,60430,Petrol,Foreign,3.6666666666666665
toyota,kluger,Nairobi,Not-specified,3500000,2012,Automatic,56000,Petrol,Foreign,3
toyota,vitz,Nairobi,Not-specified,640000,2012,Automatic,108000,Petrol,Local,4.733333333333333
mitsubishi,rvr,Mombasa,black,1900000,2013,Automatic,37000,Petrol,Foreign,3
bmw,x5,Nairobi,silver,4700000,2013,Automatic,NA,Diesel,Foreign,3
audi,a1,Nairobi,red,1000000,2011,Automatic,60000,Petrol,Foreign,3
suzuki,escudo,Nairobi,black,1800000,2012,Automatic,80000,Petrol,Foreign,3.5
mazda,demio,Nairobi,red,675000,2013,Automatic,60000,Petrol,Foreign,3.7142857142857144
mitsubishi,mirage,Nairobi,blue,625000,2013,Automatic,79000,Petrol,Foreign,3
nissan,bluebird,Nairobi,grey,1200000,2013,Automatic,38000,Petrol,Foreign,4
toyota,crown,Nairobi,pearl,1500000,2011,Automatic,77000,Petrol,Foreign,4.2
subaru,forester,Nairobi,silver,2300000,2014,Automatic,84000,Petrol,Foreign,4.636363636363637
toyota,ractis,Nairobi,silver,950000,2013,Automatic,91000,Petrol,Foreign,4.555555555555555
toyota,isis,Nairobi,maroon,1100000,2012,Automatic,99000,Petrol,Foreign,3.6666666666666665
toyota,land,Nairobi,silver,12500000,2016,Automatic,4000,Petrol,Brand,4.555555555555555
toyota,fortuner,Nairobi,silver,3400000,2012,Automatic,NA,Diesel,Foreign,4
toyota,fielder,Nairobi,white,1400000,2015,Automatic,NA,Petrol,Foreign,4.6
bmw,x3,Nairobi,maroon,3200000,2013,Automatic,53000,Diesel,Foreign,3.6666666666666665
honda,fit,Nairobi,silver,595000,2012,Automatic,114000,Petrol,Local,4.666666666666667
subaru,leone,Nairobi,white,220000,1994,Manual,123456,Petrol,Local,3.6666666666666665
ford,ranger,Nairobi,black,3450000,2011,Manual,150609,Diesel,Local,4
honda,insight,Nairobi,Not-specified,875000,2013,Automatic,49668,Petrol,Foreign,3.3333333333333335
nissan,tiida,Nairobi,white,799000,2013,Automatic,106213,Petrol,Foreign,4.428571428571429
mercedes-benz,e350,Nairobi,maroon,2450000,2009,Automatic,85438,Petrol,Local,3
toyota,hilux,Nairobi,Not-specified,3400000,2013,Automatic,129673,Diesel,Foreign,4.2
mercedes-benz,c200,Nairobi,Not-specified,1650000,2011,Automatic,105000,Petrol,Local,4.5
toyota,vanguard,Nairobi,Not-specified,1650000,2010,Automatic,135000,Petrol,Local,3.3333333333333335
toyota,crown,Nairobi,Not-specified,850000,2008,Automatic,135000,Petrol,Local,4.2
mercedes-benz,e350,Nairobi,maroon,2450000,2009,Automatic,85438,Petrol,Local,3
toyota,hilux,Nairobi,Not-specified,3400000,2013,Automatic,129673,Diesel,Foreign,4.2
mercedes-benz,c200,Nairobi,Not-specified,1650000,2011,Automatic,105000,Petrol,Local,4.5
toyota,vanguard,Nairobi,Not-specified,1650000,2010,Automatic,135000,Petrol,Local,3.3333333333333335
toyota,crown,Nairobi,Not-specified,850000,2008,Automatic,135000,Petrol,Local,4.2
toyota,vitz,Nairobi,Not-specified,650000,2012,Automatic,96000,Petrol,Local,4.733333333333333
toyota,rav4,Nairobi,Not-specified,1650000,2010,Automatic,135000,Petrol,Local,4.5
toyota,premio,Nairobi,Not-specified,795000,2009,Automatic,123000,Petrol,Local,4.764705882352941
toyota,surf,Nairobi,silver,1650000,2006,Automatic,174875,Petrol,Local,3
toyota,premio,Nairobi,white,1599000,2013,Automatic,111686,Petrol,Foreign,4.764705882352941
hyundai,santa,Nairobi,white,2950000,2013,Automatic,58000,Petrol,Foreign,3
volkswagen,tiguan,Nairobi,black,2280000,2013,Automatic,73678,Petrol,Foreign,3.3333333333333335
toyota,axio,Nairobi,Not-specified,690000,2009,Automatic,128000,Petrol,Local,3.6
peugeot,207,Nairobi,blue,590000,2008,Automatic,102000,Petrol,Local,3
toyota,land,Nairobi,white,995000,1998,Manual,195000,Diesel,Local,4.555555555555555
toyota,hilux,Nairobi,blue,2850000,2013,Manual,102000,Diesel,Foreign,4.2
toyota,rav4,Mombasa,Not-specified,2150000,2013,Automatic,103000,Petrol,Foreign,4.5
mercedes-benz,c180,Mombasa,Not-specified,2150000,2013,Automatic,59000,Petrol,Foreign,3.6666666666666665
suzuki,swift,Mombasa,Not-specified,720000,2013,Automatic,95000,Petrol,Foreign,3.6666666666666665
toyota,rush,Mombasa,Not-specified,1650000,2013,Automatic,14000,Petrol,Foreign,3
mazda,cx-5,Mombasa,red,1850000,2013,Automatic,135000,Diesel,Foreign,3.3333333333333335
nissan,x-trail,Mombasa,black,2150000,2014,Automatic,113000,Petrol,Foreign,3.75
volkswagen,polo,Mombasa,Not-specified,1450000,2013,Automatic,37000,Petrol,Foreign,3
toyota,auris,Mombasa,black,1150000,2013,Automatic,144000,Petrol,Foreign,4.333333333333333
audi,a4,Mombasa,black,2200000,2013,Automatic,54000,Petrol,Foreign,3.3333333333333335
bmw,x1,Mombasa,white,2100000,2013,Automatic,NA,Petrol,Foreign,3.6666666666666665
mercedes-benz,ml350,Mombasa,brown,5500000,2013,Automatic,58000,Diesel,Foreign,3
mazda,axela,Mombasa,black,1200000,2013,Automatic,75000,Petrol,Foreign,3.3333333333333335
mazda,verisa,Mombasa,Not-specified,670000,2013,Automatic,75000,Petrol,Foreign,4
mercedes-benz,ml350,Mombasa,Not-specified,5300000,2013,Automatic,50000,Diesel,Foreign,3
subaru,forester,Mombasa,black,2600000,2013,Automatic,93000,Petrol,Foreign,4.636363636363637
toyota,auris,Mombasa,red,1200000,2013,Automatic,69000,Petrol,Foreign,4.333333333333333
subaru,forester,Mombasa,silver,2000000,2013,Automatic,113000,Petrol,Foreign,3
mazda,cx-5,Mombasa,blue,1850000,2013,Automatic,82000,Petrol,Foreign,3.3333333333333335
subaru,impreza,Mombasa,black,1180000,2013,Automatic,77000,Petrol,Foreign,4.714285714285714
toyota,premio,Mombasa,white,1450000,2013,Automatic,64000,Petrol,Foreign,4.764705882352941
nissan,note,Nairobi,Not-specified,700000,2013,Automatic,86000,Petrol,Foreign,4.333333333333333
mitsubishi,shogun,Nairobi,Not-specified,1450000,2004,Automatic,146000,Diesel,Local,3
toyota,allion,Nairobi,Not-specified,970000,2010,Automatic,129000,Petrol,Local,4.555555555555555
mercedes-benz,s300,Nairobi,grey,4500000,2013,Automatic,58302,Petrol,Foreign,3
suzuki,alto,Nairobi,black,545000,2013,Automatic,98000,Petrol,Foreign,4.2
nissan,note,Nairobi,blue,720000,2012,Automatic,91624,Petrol,Foreign,4.333333333333333
mazda,tribute,Nairobi,white,575000,2003,Automatic,100000,Petrol,Local,3
toyota,premio,Nairobi,silver,845000,2007,Automatic,120000,Petrol,Local,4.764705882352941
bmw,x6,Nairobi,maroon,5990000,2013,Automatic,55000,Petrol,Foreign,3
toyota,premio,Nairobi,silver,855000,2007,Automatic,120000,Petrol,Local,4.764705882352941
mitsubishi,lancer,Nairobi,pearl,395000,2004,Automatic,189289,Petrol,Local,3.3333333333333335
honda,fit,Nairobi,black,795000,2012,Automatic,80000,Petrol,Foreign,4.666666666666667
nissan,march,Nairobi,purple,595000,2012,Automatic,43033,Petrol,Foreign,4.428571428571429
daihatsu,bego,Nairobi,black,990000,2008,Manual,100000,Petrol,Local,3
mercedes-benz,e250,Nairobi,black,3250000,2012,Automatic,48362,Petrol,Foreign,3
toyota,land,Nairobi,black,13000000,2016,Automatic,4016,Petrol,Foreign,4.555555555555555
volkswagen,golf,Mombasa,red,1250000,2013,Automatic,58000,Petrol,Foreign,3.6
mazda,cx-5,Mombasa,black,1900000,2013,Automatic,119000,Diesel,Foreign,3.3333333333333335
daihatsu,bego,Nairobi,black,990000,2008,Manual,100000,Petrol,Local,3
mercedes-benz,e250,Nairobi,black,3250000,2012,Automatic,48362,Petrol,Foreign,3
toyota,land,Nairobi,black,13000000,2016,Automatic,4016,Petrol,Foreign,4.555555555555555
volkswagen,golf,Mombasa,red,1250000,2013,Automatic,58000,Petrol,Foreign,3
mazda,cx-5,Mombasa,black,1900000,2013,Automatic,119000,Diesel,Foreign,3
toyota,harrier,Mombasa,black,3700000,2014,Automatic,58000,Petrol,Foreign,4.6
toyota,hilux,Nairobi,white,2999000,2015,Manual,60000,Diesel,Local,4.2
toyota,hilux,Nairobi,white,2050000,2015,Manual,120000,Diesel,Local,4.2
toyota,hilux,Nairobi,red,1599000,2011,Manual,109000,Diesel,Local,4.2
peugeot,3008,Nairobi,Not-specified,1000000,2011,Automatic,10000,Petrol,Local,3
toyota,harrier,Nairobi,black,3390000,2014,Automatic,10000,Petrol,Foreign,4.6
volkswagen,passat,Nairobi,black,1690000,2013,Automatic,50000,Petrol,Foreign,3
toyota,rav4,Nairobi,Not-specified,2650000,2013,Automatic,50000,Petrol,Brand,4.5
honda,stream,Nairobi,blue,1300000,2013,Automatic,NA,Petrol,Foreign,4
toyota,land,Nairobi,maroon,7000000,2013,Automatic,30000,Petrol,Foreign,4.555555555555555
nissan,juke,Nairobi,black,950000,2010,Automatic,130712,Petrol,Brand,3
nissan,elgrand,Nairobi,beige,1500000,2012,Automatic,107305,Petrol,Foreign,3
toyota,land,Mombasa,Not-specified,4500000,2013,Automatic,85000,Petrol,Foreign,4.555555555555555
toyota,premio,Mombasa,white,1450000,2013,Automatic,65000,Petrol,Foreign,4.764705882352941
toyota,premio,Mombasa,silver,1450000,2013,Automatic,65000,Petrol,Foreign,4.764705882352941
bmw,116i,Mombasa,black,1200000,2012,Automatic,85000,Petrol,Foreign,3
toyota,auris,Mombasa,red,1150000,2013,Automatic,85000,Petrol,Foreign,4.333333333333333
mazda,axela,Mombasa,silver,950000,2013,Automatic,85000,Petrol,Foreign,3.3333333333333335
toyota,dyna,Mombasa,white,1850000,2013,Automatic,85000,Petrol,Foreign,3
subaru,impreza,Mombasa,black,1150000,2013,Automatic,85000,Petrol,Foreign,4.714285714285714
toyota,ist,Mombasa,white,1150000,2013,Automatic,65000,Petrol,Foreign,3.3333333333333335
toyota,rav4,Mombasa,grey,1500000,2009,Automatic,115000,Petrol,Local,4.5
toyota,harrier,Mombasa,black,1600000,2008,Automatic,121000,Petrol,Foreign,4.6
subaru,legacy,Nairobi,Not-specified,980000,2007,Automatic,100000,Petrol,Local,4.666666666666667
kia,sorento,Nairobi,Not-specified,2980000,2013,Automatic,58141,Diesel,Foreign,3
jeep,grand,Nairobi,Not-specified,1850000,2007,Automatic,192319,Diesel,Local,3
bmw,x3,Nairobi,black,3550000,2013,Automatic,41000,Petrol,Foreign,3.6666666666666665
toyota,succeed,Nairobi,white,900000,2015,Automatic,NA,Petrol,Foreign,3.6666666666666665
toyota,auris,Nairobi,silver,1325000,2013,Automatic,47000,Petrol,Foreign,4.333333333333333
toyota,hilux,Nairobi,white,2600000,2014,Manual,NA,Diesel,Foreign,4.2
toyota,ractis,Mombasa,maroon,950000,2013,Automatic,68000,Petrol,Foreign,4.555555555555555
honda,fit,Nairobi,white,900000,2013,Automatic,83000,Hybrid,Foreign,4.666666666666667
toyota,auris,Nairobi,white,1350000,2014,Automatic,20000,Petrol,Foreign,4.333333333333333
toyota,rav4,Nairobi,red,3300000,2013,Automatic,65000,Petrol,Foreign,4.5
nissan,march,Nairobi,pink,599000,2012,Automatic,73000,Petrol,Foreign,4.428571428571429
toyota,alphard,Nairobi,black,2100000,2012,Automatic,73000,Petrol,Foreign,3
toyota,alphard,Nairobi,silver,2100000,2012,Automatic,73000,Petrol,Foreign,3
honda,fit,Nairobi,white,850000,2013,Automatic,102728,Petrol,Foreign,4.666666666666667
toyota,passo,Nairobi,red,650000,2013,Automatic,70000,Petrol,Foreign,3
toyota,axio,Nairobi,silver,1180000,2012,Automatic,60000,Petrol,Foreign,3.6
toyota,succeed,Nairobi,white,845000,2013,Automatic,70000,Petrol,Foreign,3.6666666666666665
mitsubishi,pajero,Nairobi,pearl,3100000,2012,Automatic,160000,Diesel,Foreign,4
toyota,passo,Nairobi,black,650000,2012,Automatic,74000,Petrol,Foreign,3
bmw,x5,Nairobi,black,3500000,2011,Automatic,69225,Petrol,Foreign,3
suzuki,solio,Nairobi,white,600000,2012,Automatic,145844,Petrol,Foreign,3
subaru,impreza,Nairobi,pearl,2250000,2012,Automatic,75182,Petrol,Foreign,4.714285714285714
toyota,passo,Nairobi,beige,480000,2012,Automatic,114000,Petrol,Local,3
mercedes-benz,c200,Nairobi,silver,2290000,2012,Automatic,32000,Petrol,Foreign,4.5
mercedes-benz,b180,Mombasa,black,1300000,2012,Automatic,85000,Petrol,Foreign,3
honda,cr-v,Mombasa,white,2200000,2013,Automatic,65000,Petrol,Foreign,4.333333333333333
bmw,x3,Nairobi,white,2850000,2011,Automatic,104010,Petrol,Foreign,3.6666666666666665
toyota,belta,Nairobi,silver,530000,2006,Automatic,134000,Petrol,Local,4.636363636363637
toyota,passo,Nairobi,red,650000,2013,Automatic,70000,Petrol,Foreign,3
toyota,axio,Nairobi,silver,1180000,2012,Automatic,60000,Petrol,Foreign,3.6
toyota,succeed,Nairobi,white,845000,2013,Automatic,70000,Petrol,Foreign,3.6666666666666665
mitsubishi,pajero,Nairobi,pearl,3100000,2012,Automatic,160000,Diesel,Foreign,4
toyota,passo,Nairobi,black,650000,2012,Automatic,74000,Petrol,Foreign,3
